time,mA,pA,mB,pB
0.593,1.5273,2.3415,1.5273,2.3415
0.594,1.5242,2.3407,1.5242,2.3407
0.595,1.5212,2.3399,1.5212,2.3399
0.596,1.5181,2.3391,1.5181,2.3391
0.597,1.5151,2.3382,1.5151,2.3382
0.598,1.512,2.3374,1.512,2.3374
0.599,1.509,2.3366,1.509,2.3366
0.6,1.506,2.3358,1.506,2.3358
0.601,1.503,2.3349,1.503,2.3349
0.602,1.5,2.3341,1.5,2.3341
0.603,1.497,2.3333,1.497,2.3333
0.604,1.494,2.3324,1.494,2.3324
0.605,1.491,2.3316,1.491,2.3316
0.606,1.488,2.3308,1.488,2.3308
0.607,1.485,2.3299,1.485,2.3299
0.608,1.4821,2.3291,1.4821,2.3291
0.609,1.4791,2.3282,1.4791,2.3282
0.61,1.4762,2.3274,1.4762,2.3274
0.611,1.4732,2.3265,1.4732,2.3265
0.612,1.4703,2.3257,1.4703,2.3257
0.613,1.4673,2.3248,1.4673,2.3248
0.614,1.4644,2.324,1.4644,2.324
0.615,1.4614,2.3231,1.4614,2.3231
0.616,1.4585,2.3223,1.4585,2.3223
0.617,1.4556,2.3214,1.4556,2.3214
0.618,1.4527,2.3205,1.4527,2.3205
0.619,1.4498,2.3197,1.4498,2.3197
0.62,1.4469,2.3188,1.4469,2.3188
0.621,1.444,2.3179,1.444,2.3179
0.622,1.4411,2.3171,1.4411,2.3171
0.623,1.4382,2.3162,1.4382,2.3162
0.624,1.4354,2.3153,1.4354,2.3153
0.625,1.4325,2.3144,1.4325,2.3144
0.626,1.4296,2.3136,1.4296,2.3136
0.627,1.4268,2.3127,1.4268,2.3127
0.628,1.4239,2.3118,1.4239,2.3118
0.629,1.4211,2.3109,1.4211,2.3109
0.63,1.4182,2.31,1.4182,2.31
0.631,1.4154,2.3091,1.4154,2.3091
0.632,1.4125,2.3082,1.4125,2.3082
0.633,1.4097,2.3073,1.4097,2.3073
0.634,1.4069,2.3064,1.4069,2.3064
0.635,1.4041,2.3055,1.4041,2.3055
0.636,1.4013,2.3046,1.4013,2.3046
0.637,1.3985,2.3037,1.3985,2.3037
0.638,1.3957,2.3028,1.3957,2.3028
0.639,1.3929,2.3019,1.3929,2.3019
0.64,1.3901,2.301,1.3901,2.301
0.641,1.3873,2.3001,1.3873,2.3001
0.642,1.3846,2.2992,1.3846,2.2992
0.643,1.3818,2.2983,1.3818,2.2983
0.644,1.379,2.2974,1.379,2.2974
0.645,1.3763,2.2965,1.3763,2.2965
0.646,1.3735,2.2955,1.3735,2.2955
0.647,1.3708,2.2946,1.3708,2.2946
0.648,1.368,2.2937,1.368,2.2937
0.649,1.3653,2.2928,1.3653,2.2928
0.65,1.3626,2.2918,1.3626,2.2918
0.651,1.3598,2.2909,1.3598,2.2909
0.652,1.3571,2.29,1.3571,2.29
0.653,1.3544,2.2891,1.3544,2.2891
0.654,1.3517,2.2881,1.3517,2.2881
0.655,1.349,2.2872,1.349,2.2872
0.656,1.3463,2.2863,1.3463,2.2863
0.657,1.3436,2.2853,1.3436,2.2853
0.658,1.3409,2.2844,1.3409,2.2844
0.659,1.3382,2.2834,1.3382,2.2834
0.66,1.3356,2.2825,1.3356,2.2825
0.661,1.3329,2.2815,1.3329,2.2815
0.662,1.3302,2.2806,1.3302,2.2806
0.663,1.3276,2.2796,1.3276,2.2796
0.664,1.3249,2.2787,1.3249,2.2787
0.665,1.3223,2.2777,1.3223,2.2777
0.666,1.3196,2.2768,1.3196,2.2768
0.667,1.317,2.2758,1.317,2.2758
0.668,1.3144,2.2749,1.3144,2.2749
0.669,1.3117,2.2739,1.3117,2.2739
0.67,1.3091,2.2729,1.3091,2.2729
0.671,1.3065,2.272,1.3065,2.272
0.672,1.3039,2.271,1.3039,2.271
0.673,1.3013,2.27,1.3013,2.27
0.674,1.2987,2.2691,1.2987,2.2691
0.675,1.2961,2.2681,1.2961,2.2681
0.676,1.2935,2.2671,1.2935,2.2671
0.677,1.2909,2.2662,1.2909,2.2662
0.678,1.2883,2.2652,1.2883,2.2652
0.679,1.2857,2.2642,1.2857,2.2642
0.68,1.2832,2.2632,1.2832,2.2632
0.681,1.2806,2.2623,1.2806,2.2623
0.682,1.2781,2.2613,1.2781,2.2613
0.683,1.2755,2.2603,1.2755,2.2603
0.684,1.273,2.2593,1.273,2.2593
0.685,1.2704,2.2583,1.2704,2.2583
0.686,1.2679,2.2573,1.2679,2.2573
0.687,1.2653,2.2563,1.2653,2.2563
0.688,1.2628,2.2553,1.2628,2.2553
0.689,1.2603,2.2544,1.2603,2.2544
0.69,1.2578,2.2534,1.2578,2.2534
0.691,1.2553,2.2524,1.2553,2.2524
0.692,1.2527,2.2514,1.2527,2.2514
0.693,1.2502,2.2504,1.2502,2.2504
0.694,1.2477,2.2494,1.2477,2.2494
0.695,1.2453,2.2484,1.2453,2.2484
0.696,1.2428,2.2474,1.2428,2.2474
0.697,1.2403,2.2464,1.2403,2.2464
0.698,1.2378,2.2453,1.2378,2.2453
0.699,1.2353,2.2443,1.2353,2.2443
0.7,1.2329,2.2433,1.2329,2.2433
0.701,1.2304,2.2423,1.2304,2.2423
0.702,1.2279,2.2413,1.2279,2.2413
0.703,1.2255,2.2403,1.2255,2.2403
0.704,1.223,2.2393,1.223,2.2393
0.705,1.2206,2.2383,1.2206,2.2383
0.706,1.2182,2.2372,1.2182,2.2372
0.707,1.2157,2.2362,1.2157,2.2362
0.708,1.2133,2.2352,1.2133,2.2352
0.709,1.2109,2.2342,1.2109,2.2342
0.71,1.2085,2.2331,1.2085,2.2331
0.711,1.206,2.2321,1.206,2.2321
0.712,1.2036,2.2311,1.2036,2.2311
0.713,1.2012,2.2301,1.2012,2.2301
0.714,1.1988,2.229,1.1988,2.229
0.715,1.1964,2.228,1.1964,2.228
0.716,1.1941,2.227,1.1941,2.227
0.717,1.1917,2.2259,1.1917,2.2259
0.718,1.1893,2.2249,1.1893,2.2249
0.719,1.1869,2.2239,1.1869,2.2239
0.72,1.1845,2.2228,1.1845,2.2228
0.721,1.1822,2.2218,1.1822,2.2218
0.722,1.1798,2.2207,1.1798,2.2207
0.723,1.1775,2.2197,1.1775,2.2197
0.724,1.1751,2.2187,1.1751,2.2187
0.725,1.1728,2.2176,1.1728,2.2176
0.726,1.1704,2.2166,1.1704,2.2166
0.727,1.1681,2.2155,1.1681,2.2155
0.728,1.1658,2.2145,1.1658,2.2145
0.729,1.1634,2.2134,1.1634,2.2134
0.73,1.1611,2.2124,1.1611,2.2124
0.731,1.1588,2.2113,1.1588,2.2113
0.732,1.1565,2.2102,1.1565,2.2102
0.733,1.1542,2.2092,1.1542,2.2092
0.734,1.1519,2.2081,1.1519,2.2081
0.735,1.1496,2.2071,1.1496,2.2071
0.736,1.1473,2.206,1.1473,2.206
0.737,1.145,2.205,1.145,2.205
0.738,1.1427,2.2039,1.1427,2.2039
0.739,1.1404,2.2028,1.1404,2.2028
0.74,1.1381,2.2018,1.1381,2.2018
0.741,1.1359,2.2007,1.1359,2.2007
0.742,1.1336,2.1996,1.1336,2.1996
0.743,1.1313,2.1986,1.1313,2.1986
0.744,1.1291,2.1975,1.1291,2.1975
0.745,1.1268,2.1964,1.1268,2.1964
0.746,1.1246,2.1953,1.1246,2.1953
0.747,1.1223,2.1943,1.1223,2.1943
0.748,1.1201,2.1932,1.1201,2.1932
0.749,1.1179,2.1921,1.1179,2.1921
0.75,1.1156,2.191,1.1156,2.191
0.751,1.1134,2.19,1.1134,2.19
0.752,1.1112,2.1889,1.1112,2.1889
0.753,1.109,2.1878,1.109,2.1878
0.754,1.1067,2.1867,1.1067,2.1867
0.755,1.1045,2.1856,1.1045,2.1856
0.756,1.1023,2.1846,1.1023,2.1846
0.757,1.1001,2.1835,1.1001,2.1835
0.758,1.0979,2.1824,1.0979,2.1824
0.759,1.0958,2.1813,1.0958,2.1813
0.76,1.0936,2.1802,1.0936,2.1802
0.761,1.0914,2.1791,1.0914,2.1791
0.762,1.0892,2.178,1.0892,2.178
0.763,1.087,2.1769,1.087,2.1769
0.764,1.0849,2.1758,1.0849,2.1758
0.765,1.0827,2.1748,1.0827,2.1748
0.766,1.0805,2.1737,1.0805,2.1737
0.767,1.0784,2.1726,1.0784,2.1726
0.768,1.0762,2.1715,1.0762,2.1715
0.769,1.0741,2.1704,1.0741,2.1704
0.77,1.0719,2.1693,1.0719,2.1693
0.771,1.0698,2.1682,1.0698,2.1682
0.772,1.0677,2.1671,1.0677,2.1671
0.773,1.0655,2.166,1.0655,2.166
0.774,1.0634,2.1649,1.0634,2.1649
0.775,1.0613,2.1637,1.0613,2.1637
0.776,1.0592,2.1626,1.0592,2.1626
0.777,1.0571,2.1615,1.0571,2.1615
0.778,1.055,2.1604,1.055,2.1604
0.779,1.0529,2.1593,1.0529,2.1593
0.78,1.0508,2.1582,1.0508,2.1582
0.781,1.0487,2.1571,1.0487,2.1571
0.782,1.0466,2.156,1.0466,2.156
0.783,1.0445,2.1549,1.0445,2.1549
0.784,1.0424,2.1538,1.0424,2.1538
0.785,1.0403,2.1526,1.0403,2.1526
0.786,1.0382,2.1515,1.0382,2.1515
0.787,1.0362,2.1504,1.0362,2.1504
0.788,1.0341,2.1493,1.0341,2.1493
0.789,1.032,2.1482,1.032,2.1482
0.79,1.03,2.1471,1.03,2.1471
0.791,1.0279,2.1459,1.0279,2.1459
0.792,1.0259,2.1448,1.0259,2.1448
0.793,1.0238,2.1437,1.0238,2.1437
0.794,1.0218,2.1426,1.0218,2.1426
0.795,1.0198,2.1414,1.0198,2.1414
0.796,1.0177,2.1403,1.0177,2.1403
0.797,1.0157,2.1392,1.0157,2.1392
0.798,1.0137,2.1381,1.0137,2.1381
0.799,1.0116,2.1369,1.0116,2.1369
0.8,1.0096,2.1358,1.0096,2.1358
0.801,1.0076,2.1347,1.0076,2.1347
0.802,1.0056,2.1335,1.0056,2.1335
0.803,1.0036,2.1324,1.0036,2.1324
0.804,1.0016,2.1313,1.0016,2.1313
0.805,0.9996,2.1301,0.9996,2.1301
0.806,0.99761,2.129,0.99761,2.129
0.807,0.99562,2.1279,0.99562,2.1279
0.808,0.99363,2.1267,0.99363,2.1267
0.809,0.99165,2.1256,0.99165,2.1256
0.81,0.98967,2.1245,0.98967,2.1245
0.811,0.9877,2.1233,0.9877,2.1233
0.812,0.98573,2.1222,0.98573,2.1222
0.813,0.98377,2.1211,0.98377,2.1211
0.814,0.9818,2.1199,0.9818,2.1199
0.815,0.97985,2.1188,0.97985,2.1188
0.816,0.97789,2.1176,0.97789,2.1176
0.817,0.97594,2.1165,0.97594,2.1165
0.818,0.974,2.1153,0.974,2.1153
0.819,0.97205,2.1142,0.97205,2.1142
0.82,0.97011,2.113,0.97011,2.113
0.821,0.96818,2.1119,0.96818,2.1119
0.822,0.96625,2.1108,0.96625,2.1108
0.823,0.96432,2.1096,0.96432,2.1096
0.824,0.9624,2.1085,0.9624,2.1085
0.825,0.96048,2.1073,0.96048,2.1073
0.826,0.95857,2.1062,0.95857,2.1062
0.827,0.95665,2.105,0.95665,2.105
0.828,0.95475,2.1039,0.95475,2.1039
0.829,0.95284,2.1027,0.95284,2.1027
0.83,0.95094,2.1015,0.95094,2.1015
0.831,0.94904,2.1004,0.94904,2.1004
0.832,0.94715,2.0992,0.94715,2.0992
0.833,0.94526,2.0981,0.94526,2.0981
0.834,0.94338,2.0969,0.94338,2.0969
0.835,0.9415,2.0958,0.9415,2.0958
0.836,0.93962,2.0946,0.93962,2.0946
0.837,0.93774,2.0935,0.93774,2.0935
0.838,0.93587,2.0923,0.93587,2.0923
0.839,0.93401,2.0911,0.93401,2.0911
0.84,0.93215,2.09,0.93215,2.09
0.841,0.93029,2.0888,0.93029,2.0888
0.842,0.92843,2.0877,0.92843,2.0877
0.843,0.92658,2.0865,0.92658,2.0865
0.844,0.92473,2.0853,0.92473,2.0853
0.845,0.92289,2.0842,0.92289,2.0842
0.846,0.92104,2.083,0.92104,2.083
0.847,0.91921,2.0818,0.91921,2.0818
0.848,0.91737,2.0807,0.91737,2.0807
0.849,0.91554,2.0795,0.91554,2.0795
0.85,0.91372,2.0783,0.91372,2.0783
0.851,0.91189,2.0772,0.91189,2.0772
0.852,0.91008,2.076,0.91008,2.076
0.853,0.90826,2.0748,0.90826,2.0748
0.854,0.90645,2.0737,0.90645,2.0737
0.855,0.90464,2.0725,0.90464,2.0725
0.856,0.90283,2.0713,0.90283,2.0713
0.857,0.90103,2.0702,0.90103,2.0702
0.858,0.89924,2.069,0.89924,2.069
0.859,0.89744,2.0678,0.89744,2.0678
0.86,0.89565,2.0666,0.89565,2.0666
0.861,0.89386,2.0655,0.89386,2.0655
0.862,0.89208,2.0643,0.89208,2.0643
0.863,0.8903,2.0631,0.8903,2.0631
0.864,0.88852,2.062,0.88852,2.062
0.865,0.88675,2.0608,0.88675,2.0608
0.866,0.88498,2.0596,0.88498,2.0596
0.867,0.88321,2.0584,0.88321,2.0584
0.868,0.88145,2.0572,0.88145,2.0572
0.869,0.87969,2.0561,0.87969,2.0561
0.87,0.87793,2.0549,0.87793,2.0549
0.871,0.87618,2.0537,0.87618,2.0537
0.872,0.87443,2.0525,0.87443,2.0525
0.873,0.87269,2.0514,0.87269,2.0514
0.874,0.87095,2.0502,0.87095,2.0502
0.875,0.86921,2.049,0.86921,2.049
0.876,0.86747,2.0478,0.86747,2.0478
0.877,0.86574,2.0466,0.86574,2.0466
0.878,0.86401,2.0455,0.86401,2.0455
0.879,0.86229,2.0443,0.86229,2.0443
0.88,0.86056,2.0431,0.86056,2.0431
0.881,0.85885,2.0419,0.85885,2.0419
0.882,0.85713,2.0407,0.85713,2.0407
0.883,0.85542,2.0395,0.85542,2.0395
0.884,0.85371,2.0384,0.85371,2.0384
0.885,0.852,2.0372,0.852,2.0372
0.886,0.8503,2.036,0.8503,2.036
0.887,0.8486,2.0348,0.8486,2.0348
0.888,0.84691,2.0336,0.84691,2.0336
0.889,0.84522,2.0324,0.84522,2.0324
0.89,0.84353,2.0312,0.84353,2.0312
0.891,0.84184,2.0301,0.84184,2.0301
0.892,0.84016,2.0289,0.84016,2.0289
0.893,0.83848,2.0277,0.83848,2.0277
0.894,0.83681,2.0265,0.83681,2.0265
0.895,0.83514,2.0253,0.83514,2.0253
0.896,0.83347,2.0241,0.83347,2.0241
0.897,0.8318,2.0229,0.8318,2.0229
0.898,0.83014,2.0217,0.83014,2.0217
0.899,0.82848,2.0205,0.82848,2.0205
0.9,0.82683,2.0193,0.82683,2.0193
0.901,0.82518,2.0182,0.82518,2.0182
0.902,0.82353,2.017,0.82353,2.017
0.903,0.82188,2.0158,0.82188,2.0158
0.904,0.82024,2.0146,0.82024,2.0146
0.905,0.8186,2.0134,0.8186,2.0134
0.906,0.81697,2.0122,0.81697,2.0122
0.907,0.81533,2.011,0.81533,2.011
0.908,0.8137,2.0098,0.8137,2.0098
0.909,0.81208,2.0086,0.81208,2.0086
0.91,0.81045,2.0074,0.81045,2.0074
0.911,0.80883,2.0062,0.80883,2.0062
0.912,0.80722,2.005,0.80722,2.005
0.913,0.80561,2.0038,0.80561,2.0038
0.914,0.804,2.0026,0.804,2.0026
0.915,0.80239,2.0014,0.80239,2.0014
0.916,0.80079,2.0002,0.80079,2.0002
0.917,0.79918,1.999,0.79918,1.999
0.918,0.79759,1.9978,0.79759,1.9978
0.919,0.79599,1.9966,0.79599,1.9966
0.92,0.7944,1.9954,0.7944,1.9954
0.921,0.79281,1.9942,0.79281,1.9942
0.922,0.79123,1.993,0.79123,1.993
0.923,0.78965,1.9918,0.78965,1.9918
0.924,0.78807,1.9906,0.78807,1.9906
0.925,0.7865,1.9894,0.7865,1.9894
0.926,0.78492,1.9882,0.78492,1.9882
0.927,0.78335,1.987,0.78335,1.987
0.928,0.78179,1.9858,0.78179,1.9858
0.929,0.78023,1.9846,0.78023,1.9846
0.93,0.77867,1.9834,0.77867,1.9834
0.931,0.77711,1.9822,0.77711,1.9822
0.932,0.77556,1.981,0.77556,1.981
0.933,0.77401,1.9798,0.77401,1.9798
0.934,0.77246,1.9786,0.77246,1.9786
0.935,0.77091,1.9774,0.77091,1.9774
0.936,0.76937,1.9762,0.76937,1.9762
0.937,0.76784,1.975,0.76784,1.975
0.938,0.7663,1.9738,0.7663,1.9738
0.939,0.76477,1.9726,0.76477,1.9726
0.94,0.76324,1.9714,0.76324,1.9714
0.941,0.76171,1.9702,0.76171,1.9702
0.942,0.76019,1.969,0.76019,1.969
0.943,0.75867,1.9678,0.75867,1.9678
0.944,0.75716,1.9666,0.75716,1.9666
0.945,0.75564,1.9653,0.75564,1.9653
0.946,0.75413,1.9641,0.75413,1.9641
0.947,0.75262,1.9629,0.75262,1.9629
0.948,0.75112,1.9617,0.75112,1.9617
0.949,0.74962,1.9605,0.74962,1.9605
0.95,0.74812,1.9593,0.74812,1.9593
0.951,0.74662,1.9581,0.74662,1.9581
0.952,0.74513,1.9569,0.74513,1.9569
0.953,0.74364,1.9557,0.74364,1.9557
0.954,0.74216,1.9545,0.74216,1.9545
0.955,0.74067,1.9533,0.74067,1.9533
0.956,0.73919,1.952,0.73919,1.952
0.957,0.73771,1.9508,0.73771,1.9508
0.958,0.73624,1.9496,0.73624,1.9496
0.959,0.73477,1.9484,0.73477,1.9484
0.96,0.7333,1.9472,0.7333,1.9472
0.961,0.73183,1.946,0.73183,1.946
0.962,0.73037,1.9448,0.73037,1.9448
0.963,0.72891,1.9436,0.72891,1.9436
0.964,0.72745,1.9424,0.72745,1.9424
0.965,0.726,1.9411,0.726,1.9411
0.966,0.72455,1.9399,0.72455,1.9399
0.967,0.7231,1.9387,0.7231,1.9387
0.968,0.72165,1.9375,0.72165,1.9375
0.969,0.72021,1.9363,0.72021,1.9363
0.97,0.71877,1.9351,0.71877,1.9351
0.971,0.71733,1.9339,0.71733,1.9339
0.972,0.7159,1.9326,0.7159,1.9326
0.973,0.71447,1.9314,0.71447,1.9314
0.974,0.71304,1.9302,0.71304,1.9302
0.975,0.71162,1.929,0.71162,1.929
0.976,0.71019,1.9278,0.71019,1.9278
0.977,0.70877,1.9266,0.70877,1.9266
0.978,0.70736,1.9254,0.70736,1.9254
0.979,0.70594,1.9241,0.70594,1.9241
0.98,0.70453,1.9229,0.70453,1.9229
0.981,0.70312,1.9217,0.70312,1.9217
0.982,0.70172,1.9205,0.70172,1.9205
0.983,0.70032,1.9193,0.70032,1.9193
0.984,0.69892,1.9181,0.69892,1.9181
0.985,0.69752,1.9168,0.69752,1.9168
0.986,0.69612,1.9156,0.69612,1.9156
0.987,0.69473,1.9144,0.69473,1.9144
0.988,0.69334,1.9132,0.69334,1.9132
0.989,0.69196,1.912,0.69196,1.912
0.99,0.69058,1.9107,0.69058,1.9107
0.991,0.6892,1.9095,0.6892,1.9095
0.992,0.68782,1.9083,0.68782,1.9083
0.993,0.68644,1.9071,0.68644,1.9071
0.994,0.68507,1.9059,0.68507,1.9059
0.995,0.6837,1.9047,0.6837,1.9047
0.996,0.68234,1.9034,0.68234,1.9034
0.997,0.68097,1.9022,0.68097,1.9022
0.998,0.67961,1.901,0.67961,1.901
0.999,0.67825,1.8998,0.67825,1.8998
1,0.6769,1.8986,0.6769,1.8986
1.001,0.67555,1.8973,0.67555,1.8973
1.002,0.6742,1.8961,0.6742,1.8961
1.003,0.67285,1.8949,0.67285,1.8949
1.004,0.67151,1.8937,0.67151,1.8937
1.005,0.67016,1.8925,0.67016,1.8925
1.006,0.66882,1.8912,0.66882,1.8912
1.007,0.66749,1.89,0.66749,1.89
1.008,0.66615,1.8888,0.66615,1.8888
1.009,0.66482,1.8876,0.66482,1.8876
1.01,0.6635,1.8864,0.6635,1.8864
1.011,0.66217,1.8851,0.66217,1.8851
1.012,0.66085,1.8839,0.66085,1.8839
1.013,0.65953,1.8827,0.65953,1.8827
1.014,0.65821,1.8815,0.65821,1.8815
1.015,0.65689,1.8802,0.65689,1.8802
1.016,0.65558,1.879,0.65558,1.879
1.017,0.65427,1.8778,0.65427,1.8778
1.018,0.65297,1.8766,0.65297,1.8766
1.019,0.65166,1.8754,0.65166,1.8754
1.02,0.65036,1.8741,0.65036,1.8741
1.021,0.64906,1.8729,0.64906,1.8729
1.022,0.64776,1.8717,0.64776,1.8717
1.023,0.64647,1.8705,0.64647,1.8705
1.024,0.64518,1.8692,0.64518,1.8692
1.025,0.64389,1.868,0.64389,1.868
1.026,0.6426,1.8668,0.6426,1.8668
1.027,0.64132,1.8656,0.64132,1.8656
1.028,0.64004,1.8644,0.64004,1.8644
1.029,0.63876,1.8631,0.63876,1.8631
1.03,0.63749,1.8619,0.63749,1.8619
1.031,0.63621,1.8607,0.63621,1.8607
1.032,0.63494,1.8595,0.63494,1.8595
1.033,0.63368,1.8582,0.63368,1.8582
1.034,0.63241,1.857,0.63241,1.857
1.035,0.63115,1.8558,0.63115,1.8558
1.036,0.62989,1.8546,0.62989,1.8546
1.037,0.62863,1.8533,0.62863,1.8533
1.038,0.62738,1.8521,0.62738,1.8521
1.039,0.62612,1.8509,0.62612,1.8509
1.04,0.62487,1.8497,0.62487,1.8497
1.041,0.62363,1.8484,0.62363,1.8484
1.042,0.62238,1.8472,0.62238,1.8472
1.043,0.62114,1.846,0.62114,1.846
1.044,0.6199,1.8448,0.6199,1.8448
1.045,0.61866,1.8436,0.61866,1.8436
1.046,0.61743,1.8423,0.61743,1.8423
1.047,0.61619,1.8411,0.61619,1.8411
1.048,0.61496,1.8399,0.61496,1.8399
1.049,0.61374,1.8387,0.61374,1.8387
1.05,0.61251,1.8374,0.61251,1.8374
1.051,0.61129,1.8362,0.61129,1.8362
1.052,0.61007,1.835,0.61007,1.835
1.053,0.60885,1.8338,0.60885,1.8338
1.054,0.60764,1.8325,0.60764,1.8325
1.055,0.60642,1.8313,0.60642,1.8313
1.056,0.60521,1.8301,0.60521,1.8301
1.057,0.60401,1.8289,0.60401,1.8289
1.058,0.6028,1.8276,0.6028,1.8276
1.059,0.6016,1.8264,0.6016,1.8264
1.06,0.6004,1.8252,0.6004,1.8252
1.061,0.5992,1.824,0.5992,1.824
1.062,0.59801,1.8227,0.59801,1.8227
1.063,0.59681,1.8215,0.59681,1.8215
1.064,0.59562,1.8203,0.59562,1.8203
1.065,0.59444,1.8191,0.59444,1.8191
1.066,0.59325,1.8178,0.59325,1.8178
1.067,0.59207,1.8166,0.59207,1.8166
1.068,0.59089,1.8154,0.59089,1.8154
1.069,0.58971,1.8142,0.58971,1.8142
1.07,0.58853,1.8129,0.58853,1.8129
1.071,0.58736,1.8117,0.58736,1.8117
1.072,0.58619,1.8105,0.58619,1.8105
1.073,0.58502,1.8093,0.58502,1.8093
1.074,0.58385,1.808,0.58385,1.808
1.075,0.58269,1.8068,0.58269,1.8068
1.076,0.58153,1.8056,0.58153,1.8056
1.077,0.58037,1.8044,0.58037,1.8044
1.078,0.57921,1.8032,0.57921,1.8032
1.079,0.57805,1.8019,0.57805,1.8019
1.08,0.5769,1.8007,0.5769,1.8007
1.081,0.57575,1.7995,0.57575,1.7995
1.082,0.5746,1.7983,0.5746,1.7983
1.083,0.57346,1.797,0.57346,1.797
1.084,0.57232,1.7958,0.57232,1.7958
1.085,0.57118,1.7946,0.57118,1.7946
1.086,0.57004,1.7934,0.57004,1.7934
1.087,0.5689,1.7921,0.5689,1.7921
1.088,0.56777,1.7909,0.56777,1.7909
1.089,0.56664,1.7897,0.56664,1.7897
1.09,0.56551,1.7885,0.56551,1.7885
1.091,0.56438,1.7872,0.56438,1.7872
1.092,0.56326,1.786,0.56326,1.786
1.093,0.56213,1.7848,0.56213,1.7848
1.094,0.56101,1.7836,0.56101,1.7836
1.095,0.5599,1.7824,0.5599,1.7824
1.096,0.55878,1.7811,0.55878,1.7811
1.097,0.55767,1.7799,0.55767,1.7799
1.098,0.55656,1.7787,0.55656,1.7787
1.099,0.55545,1.7775,0.55545,1.7775
1.1,0.55434,1.7762,0.55434,1.7762
1.101,0.55324,1.775,0.55324,1.775
1.102,0.55214,1.7738,0.55214,1.7738
1.103,0.55104,1.7726,0.55104,1.7726
1.104,0.54994,1.7713,0.54994,1.7713
1.105,0.54884,1.7701,0.54884,1.7701
1.106,0.54775,1.7689,0.54775,1.7689
1.107,0.54666,1.7677,0.54666,1.7677
1.108,0.54557,1.7665,0.54557,1.7665
1.109,0.54449,1.7652,0.54449,1.7652
1.11,0.5434,1.764,0.5434,1.764
1.111,0.54232,1.7628,0.54232,1.7628
1.112,0.54124,1.7616,0.54124,1.7616
1.113,0.54016,1.7604,0.54016,1.7604
1.114,0.53909,1.7591,0.53909,1.7591
1.115,0.53802,1.7579,0.53802,1.7579
1.116,0.53695,1.7567,0.53695,1.7567
1.117,0.53588,1.7555,0.53588,1.7555
1.118,0.53481,1.7542,0.53481,1.7542
1.119,0.53375,1.753,0.53375,1.753
1.12,0.53269,1.7518,0.53269,1.7518
1.121,0.53163,1.7506,0.53163,1.7506
1.122,0.53057,1.7494,0.53057,1.7494
1.123,0.52951,1.7481,0.52951,1.7481
1.124,0.52846,1.7469,0.52846,1.7469
1.125,0.52741,1.7457,0.52741,1.7457
1.126,0.52636,1.7445,0.52636,1.7445
1.127,0.52531,1.7433,0.52531,1.7433
1.128,0.52427,1.742,0.52427,1.742
1.129,0.52322,1.7408,0.52322,1.7408
1.13,0.52218,1.7396,0.52218,1.7396
1.131,0.52115,1.7384,0.52115,1.7384
1.132,0.52011,1.7372,0.52011,1.7372
1.133,0.51908,1.736,0.51908,1.736
1.134,0.51804,1.7347,0.51804,1.7347
1.135,0.51701,1.7335,0.51701,1.7335
1.136,0.51599,1.7323,0.51599,1.7323
1.137,0.51496,1.7311,0.51496,1.7311
1.138,0.51394,1.7299,0.51394,1.7299
1.139,0.51292,1.7286,0.51292,1.7286
1.14,0.5119,1.7274,0.5119,1.7274
1.141,0.51088,1.7262,0.51088,1.7262
1.142,0.50986,1.725,0.50986,1.725
1.143,0.50885,1.7238,0.50885,1.7238
1.144,0.50784,1.7226,0.50784,1.7226
1.145,0.50683,1.7213,0.50683,1.7213
1.146,0.50582,1.7201,0.50582,1.7201
1.147,0.50482,1.7189,0.50482,1.7189
1.148,0.50382,1.7177,0.50382,1.7177
1.149,0.50281,1.7165,0.50281,1.7165
1.15,0.50182,1.7153,0.50182,1.7153
1.151,0.50082,1.7141,0.50082,1.7141
1.152,0.49982,1.7128,0.49982,1.7128
1.153,0.49883,1.7116,0.49883,1.7116
1.154,0.49784,1.7104,0.49784,1.7104
1.155,0.49685,1.7092,0.49685,1.7092
1.156,0.49587,1.708,0.49587,1.708
1.157,0.49488,1.7068,0.49488,1.7068
1.158,0.4939,1.7056,0.4939,1.7056
1.159,0.49292,1.7043,0.49292,1.7043
1.16,0.49194,1.7031,0.49194,1.7031
1.161,0.49096,1.7019,0.49096,1.7019
1.162,0.48999,1.7007,0.48999,1.7007
1.163,0.48902,1.6995,0.48902,1.6995
1.164,0.48805,1.6983,0.48805,1.6983
1.165,0.48708,1.6971,0.48708,1.6971
1.166,0.48611,1.6959,0.48611,1.6959
1.167,0.48515,1.6946,0.48515,1.6946
1.168,0.48418,1.6934,0.48418,1.6934
1.169,0.48322,1.6922,0.48322,1.6922
1.17,0.48226,1.691,0.48226,1.691
1.171,0.48131,1.6898,0.48131,1.6898
1.172,0.48035,1.6886,0.48035,1.6886
1.173,0.4794,1.6874,0.4794,1.6874
1.174,0.47845,1.6862,0.47845,1.6862
1.175,0.4775,1.685,0.4775,1.685
1.176,0.47655,1.6837,0.47655,1.6837
1.177,0.47561,1.6825,0.47561,1.6825
1.178,0.47467,1.6813,0.47467,1.6813
1.179,0.47372,1.6801,0.47372,1.6801
1.18,0.47279,1.6789,0.47279,1.6789
1.181,0.47185,1.6777,0.47185,1.6777
1.182,0.47091,1.6765,0.47091,1.6765
